index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/freiburg-coach---hart-und-ekelhaft---streich-aeussert-sich-ueber-soziale-medien-33875112.html,https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/freiburg-coach---hart-und-ekelhaft---streich-aeussert-sich-ueber-soziale-medien-33875112.html,0,www.stern.de,"Freiburg-Coach: ""Hart und ekelhaft"": Streich äußert sich über soziale Medien",Noah Atubolu ist seit dieser Saison die neue Nummer eins des SC Freiburg. Er muss auch Kritik aushalten. Trainer Christian Streich spricht über den Umgang mit den sozialen Medien.,https://image.stern.de/33875114/t/bl/v1/w1440/r1.7778/-/01--urnnewsmldpacom2009010123100199399123v2w800h600l890t0r3041b1434jpeg---6cea7a9a26d6a3a0.jpg,2023-10-01T07:07:41Z,,"Noah Atubolu ist seit dieser Saison die neue Nummer eins des SC Freiburg. Er muss auch Kritik aushalten. Trainer Christian Streich spricht über den Umgang mit den sozialen Medien.
Angesichts der Kri… [+1613 chars]",,de,'SC Freiburg'
https://www.kicker.de/streich-lobt-sallai-wach-und-da-971339/artikel,https://www.kicker.de/streich-lobt-sallai-wach-und-da-971339/artikel,0,www.kicker.de,"Streich lobt Sallai: ""Wach und da""","Zu Beginn der vergangenen Saison wurde Roland Sallai durch eine schwere Augenverletzung ausgebremst, später folgten Wechselspekulationen und eine kurzzeitige Suspendierung. In den bisherigen Spielen ist der Ungar beim SC Freiburg gesetzt, das wird auch in der…","https://derivates.kicker.de/image/upload/c_crop,x_0,y_1,w_2605,h_1465/w_1200,q_auto/v1/2023/10/01/11fffe79-8b98-4433-b4e6-c1adac6515d3.jpeg",2023-10-01T08:21:50Z,https://web.archive.org/web/20231002013649/https://www.kicker.de/streich-lobt-sallai-wach-und-da-971339/artikel,"Zu Beginn der vergangenen Saison wurde Roland Sallai durch eine schwere Augenverletzung ausgebremst, später folgten Wechselspekulationen und eine kurzzeitige Suspendierung. In den bisherigen Spielen … [+2708 chars]",,de,'SC Freiburg'
https://www.focus.de/sport/bundesliga-6-spieltag-sc-freiburg-gegen-fc-augsburg-im-liveticker_id_216452038.html,https://www.focus.de/sport/bundesliga-6-spieltag-sc-freiburg-gegen-fc-augsburg-im-liveticker_id_216452038.html,0,www.focus.de,"Bundesliga, 6. Spieltag - SC Freiburg gegen FC Augsburg im Liveticker",Der SC Freiburg empfängt Augsburg zum Abschluss des 6. Bundesliga-Spieltags und will nach drei sieglosen Spielen endlich wieder einen Erfolg feiern. Michael Gregoritsch ist rechtzeitig vor dem Heimspiel gegen seinen früheren Verein wieder einsatzbereit. Das S…,https://p6.focus.de/img/fotos/id_216451719/freiburg-profi-vincenzo-grifo.jpg?im=Crop%3D%280%2C0%2C3464%2C1732%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=2976af2a10c5e3bcf5f698ec05046c3669058a530de6a7e250c4b31e5196b6f0,2023-10-01T13:22:51Z,,Der SC Freiburg empfängt Augsburg zum Abschluss des 6. Bundesliga-Spieltags und will nach drei sieglosen Spielen endlich wieder einen Erfolg feiern. Michael Gregoritsch ist rechtzeitig vor dem Heimsp… [+870 chars],,de,'SC Freiburg'
https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/bundesliga--freiburger-denken-an-verletzten-guenter-33876242.html,https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/bundesliga--freiburger-denken-an-verletzten-guenter-33876242.html,0,www.stern.de,Bundesliga: Freiburger denken an verletzten Günter,Die Spieler des SC Freiburg haben vor der Partie gegen den FC Augsburg am Sonntag (17.30 Uhr/DAZN) einen Gruß an ihren verletzten Kapitän Christian Günter gesendet. Die Profis des badischen Fußball-Bundesligisten trugen beim Aufwärmen schwarze Shirts mit dem …,https://image.stern.de/6681672/t/31/v5/w1440/r1.7778/-/video-fallback-image.jpg,2023-10-01T15:25:04Z,,Die Spieler des SC Freiburg haben vor der Partie gegen den FC Augsburg am Sonntag (17.30 Uhr/DAZN) einen Gruß an ihren verletzten Kapitän Christian Günter gesendet. Die Profis des badischen Fußball-B… [+1054 chars],,de,'SC Freiburg'
https://www.n-tv.de/sport/fussball/Grifos-Standardprogramm-reicht-Freiburg-gegen-biederen-FCA-article24435733.html,https://www.n-tv.de/sport/fussball/Grifos-Standardprogramm-reicht-Freiburg-gegen-biederen-FCA-article24435733.html,0,www.n-tv.de,"Ein Elfer, Ecken, Tore: Grifos Standardprogramm reicht Freiburg gegen biederen FCA",Der SC Freiburg ist zurück in der Spur. Nach drei Bundesliga-Spielen ohne Sieg zeigen die Breisgauer sich gegen den FC Augsburg grundsolide. Vincenzo Grifo ist der Matchwinner vor dem Europa-League-Kracher gegen West Ham. Die Gäste reihen sich im unteren Drit…,https://bilder1.n-tv.de/img/incoming/crop24435732/2811323874-cImg_16_9-w1200/imago1035011450h-1-.jpg,2023-10-01T17:27:01Z,https://web.archive.org/web/20231002040610/https://www.n-tv.de/sport/fussball/Grifos-Standardprogramm-reicht-Freiburg-gegen-biederen-FCA-article24435733.html,Der SC Freiburg ist zurück in der Spur. Nach drei Bundesliga-Spielen ohne Sieg zeigen die Breisgauer sich gegen den FC Augsburg grundsolide. Vincenzo Grifo ist der Matchwinner vor dem Europa-League-K… [+2487 chars],,de,'SC Freiburg'
https://www.stern.de/sport/6--spieltag--grifo-trifft-und-serviert--freiburg-ringt-augsburg-nieder-33876288.html,https://www.stern.de/sport/6--spieltag--grifo-trifft-und-serviert--freiburg-ringt-augsburg-nieder-33876288.html,0,www.stern.de,6. Spieltag: Grifo trifft und serviert: Freiburg ringt Augsburg nieder,Der SC Freiburg gewinnt ein umkämpftes Spiel gegen den FC Augsburg und ist bereit für das nächste Europapokal-Highlight. Vincenzo Grifo trifft per Elfmeter und bereitet die Entscheidung vor.,https://image.stern.de/33876290/t/LH/v1/w1440/r1.7778/-/01--urnnewsmldpacom2009010123100199405527v2w800h600l912t418r3045b1836jpeg---ae7e670d079cb75d.jpg,2023-10-01T17:27:32Z,,"Der SC Freiburg gewinnt ein umkämpftes Spiel gegen den FC Augsburg und ist bereit für das nächste Europapokal-Highlight. Vincenzo Grifo trifft per Elfmeter und bereitet die Entscheidung vor.
Der SC … [+2718 chars]",,de,'SC Freiburg'
https://www.transfermarkt.de/grifo-und-lienhart-beenden-freiburgs-kleine-durststrecke-heimsieg-gegen-augsburg/view/news/428594,https://www.transfermarkt.de/grifo-und-lienhart-beenden-freiburgs-kleine-durststrecke-heimsieg-gegen-augsburg/view/news/428594,0,www.transfermarkt.de,Bundesliga: SC Freiburg besiegt FC Augsburg - Grifo & Lienhart treffen,Der SC Freiburg hat nach drei sieglosen Spielen in der Fußball-Bundesliga wieder gewonnen und sich neues Selbstvertrauen für den Europa-League-Hit gegen West Ham United geholt. Die...,https://tmssl.akamaized.net/images/foto/big/sc-freiburg-jubel-2023-1696179863-118135.jpg?lm=1696179875,2023-10-01T17:28:22Z,,"Fuggerstädter vor Abstiegszone  
Der SC Freiburg hat nach drei sieglosen Spielen in der Fußball-Bundesliga wieder gewonnen und sich neues Selbstvertrauen für den Europa-League-Hit gegen West Ham Uni… [+2717 chars]",,de,'SC Freiburg'
https://www.stern.de/sport/fussball/bundesliga--freiburg-siegt--werder-bremen-verliert-bei-darmstadt-98-33872986.html,https://www.stern.de/sport/fussball/bundesliga--freiburg-siegt--werder-bremen-verliert-bei-darmstadt-98-33872986.html,0,www.stern.de,"Bundesliga, 6. Spieltag: Darmstadt feiert ersten Saisonsieg – Werder-Aufholjagd kommt zu spät",Der SC Freiburg gewinnt ein umkämpftes Spiel gegen den FC Augsburg und ist bereit für das nächste Europapokal-Highlight. Vincenzo Grifo trifft per Elfmeter und bereitet die Entscheidung vor.,https://image.stern.de/33876234/t/_v/v2/w1440/r1.7778/-/bundesliga-freiburg-augsburg.jpg,2023-10-01T17:31:00Z,,Der SC Freiburg hat nach drei sieglosen Spielen in der Fußball-Bundesliga wieder gewonnen und sich neues Selbstvertrauen für den Europa-League-Hit gegen West Ham United geholt. Die Badener bezwangen … [+2786 chars],,de,'SC Freiburg'
https://www.faz.net/aktuell/sport/fussball/bundesliga/sc-freiburg-gewinnt-gegen-augsburg-2-0-19163064.html,https://www.faz.net/aktuell/sport/fussball/bundesliga/sc-freiburg-gewinnt-gegen-augsburg-2-0-19163064.html,0,www.faz.net,Sport-Club bezwingt Augsburg: Freiburg siegt und schafft den Anschluss,Der SC Freiburg geht mit Selbstbewusstsein in eine Woche mit Partien gegen West Ham United und den FC Bayern. Die Badener halten Kontakt zum oberen Tabellendrittel. Die Leistung der Augsburger bereitet Sorge.,https://media1.faz.net/ppmedia/aktuell/sport/3603738476/1.9214737/facebook_teaser/sieg-im-heimspiel-kiliann.jpg,2023-10-01T17:33:17Z,https://web.archive.org/web/20231002015014/https://www.faz.net/aktuell/sport/fussball/bundesliga/sc-freiburg-gewinnt-gegen-augsburg-2-0-19163064.html,Die Standardexperten des SC Freiburg haben ihre Durststrecke in der Fußball-Bundesliga überwunden. Das Team von Trainer Christian Streich bezwang den Lieblingsgegner FC Augsburg in einem äußerst zähe… [+2196 chars],,de,'SC Freiburg'
https://www.welt.de/sport/fussball/bundesliga/video247706284/Gegen-Augsburg-Jubilaeumstor-und-Vorlage-Grifo-macht-Freiburgs-Sieg-klar.html,https://www.welt.de/sport/fussball/bundesliga/video247706284/Gegen-Augsburg-Jubilaeumstor-und-Vorlage-Grifo-macht-Freiburgs-Sieg-klar.html,0,www.welt.de,Jubiläumstor und Vorlage - Grifo macht Freiburgs Sieg klar,"Nach zuletzt drei sieglosen Spielen gewinnt der SC Freiburg souverän gegen den FC Augsburg. Garant für den Sieg ist Vincenzo Grifo, der ein Treffer vorbereitet und sein 50. Tor in der Bundesliga erzielt. Sehen Sie hier die Highlights der Partie im Video.",https://img.welt.de/img/sport/fussball/bundesliga/mobile247768522/6921354807-ci16x9-w1200-fnov-fpotl-fpi157750653/Sport-Club-Freiburg-v-FC-Augsburg-Bundesliga.jpg,2023-10-01T17:37:29Z,https://web.archive.org/web/20231001203207/https://www.welt.de/sport/fussball/bundesliga/video247706284/Gegen-Augsburg-Jubilaeumstor-und-Vorlage-Grifo-macht-Freiburgs-Sieg-klar.html,"Die WELT als ePaper: Die vollständige Ausgabe steht Ihnen bereits am Vorabend zur Verfügung so sind Sie immer hochaktuell informiert. Weitere Informationen: http://epaper.welt.de 
 Der Kurz-Link die… [+49 chars]",,de,'SC Freiburg'
